1, 0, 1
10, 0, 1
100, 0, 1
1000, 0, 1
10000, 0, 1
100000, 0, 1
1000000, 0, 1
10000000, 0, 1
1, 1, 0
10, 1, 14.125
100, 1, 8.90697674418605
1000, 1, 10.7954545454545
10000, 1, 6.22448979591836
100000, 1, 5.05882352941176
1000000, 1, 2.04166666666667
10000000, 1, 24.9999999999998
1, 2, 0
10, 2, 16.0666666666667
100, 2, 8.82222222222222
1000, 2, 9.52173913043478
10000, 2, 8.23076923076924
100000, 2, 5.30555555555556
1000000, 2, 3.27272727272726
10000000, 2, 12.2727272727273
1, 3, 1
10, 3, 8.55454545454545
100, 3, 4.51685393258427
1000, 3, 5.72727272727273
10000, 3, 14.7
100000, 3, 3.34883720930233
1000000, 3, 7.09523809523807
10000000, 3, 5.10344827586209
1, 4, 0
10, 4, 7.92622950819672
100, 4, 12.2564102564103
1000, 4, 9.55555555555555
10000, 4, 6.38775510204081
100000, 4, 23.3750000000005
1000000, 4, 3.62499999999998
10000000, 4, 3.58974358974358
1, 5, 0
10, 5, 15.9642857142857
100, 5, 8.93617021276595
1000, 5, 9.86666666666668
10000, 5, 5.11864406779661
100000, 5, 8.57894736842115
1000000, 5, 2.63793103448275
10000000, 5, 11.8181818181819
1, 6, 1.11320754716981
10, 6, 0
100, 6, 0
1000, 6, 5.25555555555555
10000, 6, 9.54545454545454
100000, 6, 0
1000000, 6, 3.0925925925926
10000000, 6, 6.38888888888889
1, 7, 0
10, 7, 17.4285714285714
100, 7, 17.3043478260871
1000, 7, 20.5652173913043
10000, 7, 24.5384615384611
100000, 7, 3.80487804878049
1000000, 7, 0
10000000, 7, 0
1, 8, 0
10, 8, 5.27878787878788
100, 8, 11.8837209302326
1000, 8, 0
10000, 8, 2.58407079646018
100000, 8, 2.37179487179486
1000000, 8, 0
10000000, 8, 1.9871794871795
1, 9, 0
10, 9, 0
100, 9, 0
1000, 9, 9.3090909090909
10000, 9, 3.37349397590362
100000, 9, 2.74603174603177
1000000, 9, 1.84042553191489
10000000, 9, 0
