21, 0, 10, 1.139095
21, 0, 1280, 22.352754
21, 0, 160, 3.473687
21, 0, 20, 1.260119
21, 0, 2560, 5.464937
21, 0, 320, 8.542350
21, 0, 40, 1.557845
21, 0, 640, 16.698081
21, 0, 80, 2.140849
21, 1, 10, 1.091659
21, 1, 1280, 11.746223
21, 1, 160, 2.731097
21, 1, 20, 1.238316
21, 1, 2560, 9.704885
21, 1, 320, 4.995300
21, 1, 40, 1.410781
21, 1, 640, 13.048548
21, 1, 80, 1.851285
21, 10, 10, 3.159328
21, 10, 1280, 5.081303
21, 10, 160, 3.632318
21, 10, 20, 3.264078
21, 10, 2560, 6.038624
21, 10, 320, 3.526409
21, 10, 40, 3.270517
21, 10, 640, 3.277840
21, 10, 80, 1.894199
21, 11, 10, 3.410407
21, 11, 1280, 4.906098
21, 11, 160, 3.899456
21, 11, 20, 3.267895
21, 11, 2560, 6.152591
21, 11, 320, 3.543815
21, 11, 40, 2.092743
21, 11, 640, 3.453286
21, 11, 80, 4.306491
21, 12, 10, 3.123444
21, 12, 1280, 5.959067
21, 12, 160, 4.514173
21, 12, 20, 3.164007
21, 12, 2560, 7.079174
21, 12, 320, 4.406682
21, 12, 40, 5.009644
21, 12, 640, 4.395223
21, 12, 80, 4.892729
21, 13, 10, 5.107132
21, 13, 1280, 6.029128
21, 13, 160, 4.520783
21, 13, 20, 5.077331
21, 13, 2560, 7.469165
21, 13, 320, 4.760388
21, 13, 40, 4.958982
21, 13, 640, 4.817859
21, 13, 80, 4.896103
21, 14, 10, 4.594792
21, 14, 1280, 6.336493
21, 14, 160, 4.151633
21, 14, 20, 4.614422
21, 14, 2560, 8.022660
21, 14, 320, 4.691486
21, 14, 40, 4.587403
21, 14, 640, 4.808332
21, 14, 80, 4.473316
21, 15, 10, 4.110810
21, 15, 1280, 6.142513
21, 15, 160, 3.563276
21, 15, 20, 4.113078
21, 15, 2560, 8.093631
21, 15, 320, 4.711770
21, 15, 40, 4.157759
21, 15, 640, 4.836682
21, 15, 80, 4.059597
21, 16, 10, 3.432664
21, 16, 1280, 6.492734
21, 16, 160, 4.611216
21, 16, 20, 3.337808
21, 16, 2560, 8.191780
21, 16, 320, 4.625348
21, 16, 40, 3.453960
21, 16, 640, 4.824549
21, 16, 80, 3.451352
21, 17, 10, 4.070927
21, 17, 1280, 6.965987
21, 17, 160, 5.851658
21, 17, 20, 4.155428
21, 17, 2560, 8.265962
21, 17, 320, 6.477417
21, 17, 40, 4.258029
21, 17, 640, 5.779237
21, 17, 80, 4.311454
21, 18, 10, 11.927734
21, 18, 1280, 10.004730
21, 18, 160, 12.387078
21, 18, 20, 12.079081
21, 18, 2560, 8.803103
21, 18, 320, 12.499520
21, 18, 40, 12.322828
21, 18, 640, 10.947572
21, 18, 80, 12.637614
21, 19, 10, 9.015749
21, 19, 1280, 7.817042
21, 19, 160, 8.918064
21, 19, 20, 8.557047
21, 19, 2560, 8.169648
21, 19, 320, 8.918640
21, 19, 40, 8.945302
21, 19, 640, 8.610264
21, 19, 80, 8.992286
21, 2, 10, 1.097523
21, 2, 1280, 11.770529
21, 2, 160, 2.421902
21, 2, 20, 1.207694
21, 2, 2560, 8.094050
21, 2, 320, 4.429343
21, 2, 40, 1.399672
