1, 1, 1.01239303629389
10, 1, 1.44355946168635
100, 1, 1.77860042990208
1000, 1, 1.336620349619
10000, 1, 1.2021645021645
100000, 1, 1.07530786233028
1000000, 1, 1.11132704053304
10000000, 1, 1.02678846351227
1, 10, 0.977777777777777
10, 10, 2.10427758399119
100, 10, 1.50085020868759
1000, 10, 1.16764705882353
10000, 10, 1.04983870967742
100000, 10, 1.03141831238779
1000000, 10, 1.0270173604424
10000000, 10, 1.02594149365261
1, 2, 1.00771971496437
10, 2, 2.35626947974107
100, 2, 1.72279733149298
1000, 2, 1.29582059123344
10000, 2, 1.19405496354459
100000, 2, 1.10258258258258
1000000, 2, 1.08709863487791
10000000, 2, 1.01381493740106
1, 3, 0.988499137435307
10, 3, 2.35599078341014
100, 3, 1.74399825403754
1000, 3, 1.27840384260115
10000, 3, 1.13368055555556
100000, 3, 1.07563887334453
1000000, 3, 1.06333917104495
10000000, 3, 1.00879570725231
1, 4, 1.02377414561664
10, 4, 2.29502343226958
100, 4, 1.69879006580344
1000, 4, 1.22829744279946
10000, 4, 1.14545980335454
100000, 4, 1.06257612667479
1000000, 4, 1.04654689687354
10000000, 4, 1.01895971628626
1, 5, 1.01203758073987
10, 5, 2.29916958041958
100, 5, 1.65196567551387
1000, 5, 1.21617489680477
10000, 5, 1.12825495530509
100000, 5, 1.05313915857605
1000000, 5, 1.04599296228379
10000000, 5, 1.00731958369868
1, 6, 1.04744635841644
10, 6, 2.25448028673835
100, 6, 1.5937794533459
1000, 6, 1.2470536883457
10000, 6, 1.11272556831498
100000, 6, 1.06361906893465
1000000, 6, 1.0323403170286
10000000, 6, 1.00779887459278
1, 7, 1.02162811655152
10, 7, 2.23988439306358
100, 7, 1.59782802207584
1000, 7, 1.20826750921538
10000, 7, 1.11283798169044
100000, 7, 0.98565640571881
1000000, 7, 1.03492763920571
10000000, 7, 1.00106837606838
1, 8, 0.996813441483197
10, 8, 2.17979053529868
100, 8, 1.59273518580516
1000, 8, 1.18480468283359
10000, 8, 1.09327846364883
100000, 8, 1.04806085656495
1000000, 8, 1.03194119612429
10000000, 8, 1.00992182021246
1, 9, 1.00508829691709
10, 9, 2.16061479346782
100, 9, 1.54759183673469
1000, 9, 1.17024401265251
10000, 9, 1.07998907998908
100000, 9, 1.04130443491847
1000000, 9, 0.961498351137292
10000000, 9, 1.08172091964489
